review,rating,date
bagus bngt bahkan lagu daerah ada,5,2025-12-27 14:53:19
very goods,5,2025-12-27 14:38:55
bagus tapi punya gw nape kikir bg,2,2025-12-27 14:34:24
bagus sih tpi dikit dikit iklan terus kadang ga bisa buat stel lagu kaya maksa bgt buat gabung premium,3,2025-12-27 14:31:00
👌,5,2025-12-27 14:15:41
bagus,5,2025-12-27 14:13:48
"biasa aja, equalizer nya gk enak",3,2025-12-27 14:12:55
ouw...,1,2025-12-27 14:08:12
"iklannya terlalu panjang, biasanya orang tertarik dengan iklan yang durasi nya 5 detik, dan jarang muncul",1,2025-12-27 14:07:04
sangat top banget suka sama lagu nya semua,5,2025-12-27 14:06:43
aku suka banget denger lagu bts,5,2025-12-27 13:52:27
enakk kalii cokkkk,5,2025-12-27 13:48:16
keren,5,2025-12-27 13:47:28
suara nya bagus banget,5,2025-12-27 13:39:46
bagusssssss,5,2025-12-27 13:33:48
bagusss bangettt sukaaa dengerin lagunya,4,2025-12-27 13:26:27
"aplikasi nya udah bagus banget, cuma sekarang udah ga friendly buat yang ga premium ya? apa apa harus premium, dengerin lagu baru dua langsung ada 3 iklan (dengan durasi 30 detik masing-masing) itu udah kurang ajar banget sih, jangan terlalu serakah ya soal nya ga semua orang punya uang.",2,2025-12-27 13:25:48
seru bangett,5,2025-12-27 13:17:49
"aplikasi yang sangat bagus rekomen sih ini, lagunya lengkap trus ada podcast lagi jadi lebih lengkap. yukkk download Spotify skrng",5,2025-12-27 13:16:22
"suka bangett mudah bikin playlist,tapi susah banget pencet ngulang lagunya",4,2025-12-27 13:16:06
baguss bangett,5,2025-12-27 13:15:34
nice,5,2025-12-27 13:15:18
suka dengan lagu' nya,5,2025-12-27 13:05:38
"inii gimana sih, orang udah add playlist ke profil tapi malah ga muncul, padahal udah di public semua setting nyaaa, tetep ga muncul kenapa ya, ga jelas mulu daritadi ganti nama + profil ga jadi, sekarang playlist nya hilang dari profil.",1,2025-12-27 12:59:34
bagus bjir,5,2025-12-27 12:59:03
bagus banget,5,2025-12-27 12:44:30
bagus.,5,2025-12-27 12:41:27
jelek,1,2025-12-27 12:38:26
kebanyakan iklan! masak setiap 3 kali lagi diputar muncul iklan. mana iklannya lebih dari satu! BANYAK KALI IKLANNYA ISINYA 3!! BENTAR SAJA IKLAN LAGI TOLONG YA! IKLANNYA DIKONDISIKAN!? AKU UDAH MUAK DENGAN IKLAN SPOTIFY NYA GAK NGOTAK!! BERHENTI BUAT IKLAN ALAY SAMPAI BAGIAN IKLANNYA TERIAK GAK JELAS! BUAT SAJA IKLANNYA SATU SAJA!? ITU SUDAH CUKUP! Kali ini aku kecewa banget. sekarang iklannya lebih dari 2 itu aja sudah stress!! setiap baru putar 2 lagu iklannya harus lebih dari 3 - 4 loh!,1,2025-12-27 12:27:43
bagus bngett,5,2025-12-27 12:14:37
spotify sekarang maksain kita buat beli premium ya. iklan sampai 3x. lebih dari YT pulak ya kan. ada ada aja lah kalian.,3,2025-12-27 11:50:00
baru ngedenwlod,5,2025-12-27 11:01:59
"aplikasi ini boleh lebih baik asalkan mengembalikan Spotify dulu yang dikit iklannya , dan juga ada bug disini ya itu sebagian android keluar akunnya sendiri dan disuruh buat akun baru, dan ketika membuat akun tidak bisa dan error jujur sebagai pengguna lama kecewa di karenakan hal ini dan tolong kepada pihak Spotify untuk membantu mengatasi ha ini dan lebih membantu dalam membuat akun sekian terimakasih :)",3,2025-12-27 10:49:32
saya kurang suka sekarang lagunya pake premium di bayar cuma lagu harus bayar di putar berulang kali jadi saya hapus aja karena ini apk jelek,1,2025-12-27 10:12:34
ada yang kurang tapi gw suka,5,2025-12-27 10:10:12
seruuuuuu bisa dengerin lagu kesukaan pake headphone bintang lima buat spotify,5,2025-12-27 09:54:36
"bagus bangettt!!,jadi bisa dengerin lagu Jawa 🤭, tapi kadang² error😩,tak kasih bintang 5 lah,bagus anjirr👍👍👍",5,2025-12-27 09:50:20
saya sangat suka mendengarkan lagu di spotify,5,2025-12-27 09:44:51
bagus,4,2025-12-27 09:43:53
sekarang ada iklan nya dan harus bayar kurang bagus lebih baik gotup tidak berbayar,1,2025-12-27 09:38:49
hiburan di kala senja,5,2025-12-27 09:37:17
aplikasi bagus dan simple,5,2025-12-27 09:28:31
jgn semua2nya lu premiumin udh iklan 3x trus ga bisa milih musik bebas lagi??? kikir bgt si,2,2025-12-27 09:10:40
aplikasi lagu yang sangatlah baguss,5,2025-12-27 09:09:36
joooossss gratis,5,2025-12-27 09:03:20
love,5,2025-12-27 09:02:00
bagus,5,2025-12-27 08:57:29
sangat bagus,5,2025-12-27 08:52:04
untuk dengar musik,1,2025-12-27 08:46:14
asyik buat hiburan,5,2025-12-27 08:41:42
👍🏻,5,2025-12-27 08:34:02
KURANGIN IKLANNYAA PLSSS,2,2025-12-27 08:31:19
gw dengerin laguu satu aja iklannya sampe 3 kali anjirr😭😭,1,2025-12-27 08:27:26
baguss sekali buat laguuu,5,2025-12-27 08:16:33
sangat baik,5,2025-12-27 08:04:30
"TOP BANGET GILAKKK..kalau kita ga tau judul lagu tinggal tulis lirik yang kalian paham, nanti ketemu deh judulnya!!!!, top bangettt kalian harus download sih! walaupun ada iklan tapi not bad lah yaa (⁠≧⁠▽⁠≦⁠)",5,2025-12-27 08:02:11
bagus banget lagunya rekomen banget 👍🏼,5,2025-12-27 07:40:14
sangat cocok untuk saya dan saya sangat suka dengan lagu nya terimakasih atas membuat nya,5,2025-12-27 07:38:21
bagus bet Aplikasi nya buat bantai² musuh,5,2025-12-27 07:31:44
terbaik,5,2025-12-27 07:31:11
"makin lama makin mahal, masa premium student yang awalnya 29k jadi 39k ini udah terlalu mahal untuk saya sebagai pelajar",1,2025-12-27 07:30:57
"mw diskon lgi plsplsplss, akhir akhir ini mandi ga tenang bgt... Spotify uda ga premium, bt bgt lgi goyang tbtb iklan",5,2025-12-27 07:30:17
seruu banget kalau pas lagi bersih-bersih dll dengerin lagu dari spotify ituuu palinggg seruu bangettt😊😚,5,2025-12-27 07:21:59
lagu nya seru,5,2025-12-27 07:04:51
"Pas sebelum tidur aku sangaaat suka dengerin musik di spotify. lagu nya enak enak bgt di dengar. Dan aku jadi bisa tidur dgn nyenyak dehhh. Bukan hanya aku pakai pas saat tidur, tapi di mana pun dan kapan pun aku pakai spotify utk dengerin musik dan lagu² yg saya sukai. Supaya hati dan suasana kita jadi rileks dan tenaaaaaanggg bangeeeeettt dehhh. Hidup kita makin seru bila ada Spotify 😍😍😍😍😍😍😍💋💋💋💋💋",5,2025-12-27 07:00:19
"saya sangat suka mendegarkan musik diaplikasi ini ,sangat bagus sekali",5,2025-12-27 06:56:05
suka BANGET🤭😛😈😻🥳,5,2025-12-27 06:31:56
apk ini sangat bagus,5,2025-12-27 06:31:09
kenapa ga semua lagu ada lirik?? aku mau nyuci piring sambil baca nyanyi nih,3,2025-12-27 06:29:30
nice n happy,5,2025-12-27 06:28:57
seru sih enk bgt,5,2025-12-27 06:19:31
i love Spotify ♥️♥️♥️♥️♥️,5,2025-12-27 06:11:46
keren,5,2025-12-27 05:59:08
dikit dikit premium mau putar lagu premium dasar kikir,1,2025-12-27 05:55:59
"BAGUS BANGETTT PILIHAN LAGUNYA BANYAKKK, TERUS BISA BIKIN PLAYLIST KITA SENDIRIIII, pokoknya the best laaalhhhhhh",5,2025-12-27 05:45:32
bagus bagus lagunya,5,2025-12-27 05:40:02
okeh,5,2025-12-27 05:34:08
bagus,5,2025-12-27 05:02:44
mantap,5,2025-12-27 04:46:10
sejak berlangganan spotify premium sering keluar sendiri.. jadi banyak jeleknya sekarang,1,2025-12-27 04:44:06
aplikasi ini memberi lagu lagu bagus apalagi masdo itu band musik yang saya sangat suka,5,2025-12-27 04:37:38
tidak ada ganguan laguya ada semua sangat bagus dan puas,5,2025-12-27 04:37:02
aku sangat senang karna semuaa karna berbagai macam lagu semuanya lengkap👌💯,5,2025-12-27 04:11:35
baik dan bagus,5,2025-12-27 04:11:14
"iklannya banyak banget, 2 lagu 3 iklan. gak kumplit sih, hanya lagu yg viral aja yg banyak playlist nya.",3,2025-12-27 04:03:31
update always song n else..kerreen sportify,5,2025-12-27 03:54:47
banyak iklan,4,2025-12-27 03:52:47
keren banget tapi tolong dong biar bisa Dengerin offline pasti bagus,5,2025-12-27 03:51:48
makin banyak lagu yang gaada liriknya 😞,3,2025-12-27 03:48:01
tidak bisa menggunakan Spotify kalau pakai wifi,1,2025-12-27 03:44:26
sangat memuaskan,5,2025-12-27 03:31:20
bagus dan ivesian,5,2025-12-27 03:29:13
Dari dulu cuma spotify yg terbaiiik.. 👍🏻👍🏻,5,2025-12-27 03:29:08
"koq iklanx spotify ini bikin geli yaa... kesan murahan banget... ""sembarangan, masa bla bla bla...",4,2025-12-27 03:15:30
singkat padat jelas. ini aplikasi favorit gw,5,2025-12-27 03:14:23
enak banget but belajar sambil dengerin lagu🎶🎤🎵,5,2025-12-27 03:08:49
jelek,1,2025-12-27 03:07:14
keren,5,2025-12-27 03:05:37
bagus,5,2025-12-27 03:02:52
"bagus bgt, tpi ga bisa offline",5,2025-12-27 03:00:47
sangat cocok menerutku,5,2025-12-27 02:58:00
aplikasi ini mudah untuk digunakan apalagi yang mau cari lagu di sptify lengkap banget lagunya,5,2025-12-27 02:55:02
bagus,5,2025-12-27 02:53:59
klo sendiri pesti dengerin musik dari spotify,5,2025-12-27 02:49:04
aplikasi cukup bagus tapi masih banyak ada kekurangan terlalu banyak iklan yang lewat atau semacamnya deh,5,2025-12-27 02:33:23
mantap,5,2025-12-27 02:32:42
download lagi jadi harus prem :),3,2025-12-27 02:32:24
"bagus banget sumpah, kalo main game juga ga ilang suaranya, I love spotify",5,2025-12-27 02:31:09
sya sangat suka,5,2025-12-27 02:27:39
Banyak iklan (EMG karena gak premium sih) tapi kenapa sih lagu yang aku Pavorit suka gak bisa di stel walau udah di tekan beberapa kali,2,2025-12-27 02:17:49
Bagi bangat,1,2025-12-27 02:15:01
marveolus,5,2025-12-27 02:09:23
💗💞😻😻,5,2025-12-27 02:09:17
ini adalah apk music yang termasuk bagus bagi ku cuman tolong dong iklan nya jangan sering sering lah masa iya skali lagi langsung iklan tapi yaps ini apk termasuk bagus aku kasih bintang 5 jutaaa😁,5,2025-12-27 01:56:52
cocok buat olahraga sambil dengerin musik,5,2025-12-27 01:49:59
wah ini sangat bagus beget deh aku kasih 5 bintang Apk ini sangat berguna sekali ketika aku sedang gabut😁lari dan semuanya terima kasih buat apk ini👍🏻😘👌🏻,5,2025-12-27 01:45:19
musik TOP,5,2025-12-27 01:22:43
Sebetulnya saya suka Spotify karena mau mencari lagu apapun selalu ada TAPI ..😭 Sekarang saya kecewa luar biasa 😂 kalau nayangin iklan gak tanggung - tanggung sekali muncul langsung DIBORONG 3 IKLAN SEKALIGUS Terus yg buat saya kecewa sekali lagi katanya setelah menikmati iklan BAKALAN BEBAS MENDENGARKAN LAGU 30 MENIT TERNYATA BOONGAN 🤣 Please deh.. jgn menekan pengguna buat berlangganan SAYA DOWNLOAD SPOTIFY PAKAI KUOTA BAHKAN MENDENGARKANPUN HARUS PAKAI KUOTA apa ya kurang ?,2,2025-12-27 01:21:20
"ini benar benar gak bisa di pakai ya, maksa buat langganan berbayar auto uninstall",1,2025-12-27 01:16:23
suka aplikasinya karna suka juga dengerin lagu jowo karna aku wong jowo😅😅,5,2025-12-27 01:08:49
bagus ditambah main ff brhhh,5,2025-12-27 01:07:10
kuda api mantap bgt,5,2025-12-27 01:05:46
Saya mau login saya sudah masukkan sandi email saya padahal itu sandi email saya sudah benar tapi tapi dia bilang mohon maaf sandi salah padahal tadi saya itu sudah benar saya sudah cek ke email saya,1,2025-12-27 01:05:39
"sukaaaaa bangetttt, karnaa bisa denger"" lagu yang kita mau dengan mudah",5,2025-12-27 00:41:13
Mantap.. Tak Tergantikan..,5,2025-12-27 00:40:48
👍🏻👍🏻,5,2025-12-27 00:35:10
mantap,5,2025-12-27 00:20:41
sangat menyenangkan,5,2025-12-27 00:12:05
mantap,5,2025-12-27 00:12:04
bgus,2,2025-12-27 00:08:52
"tarif langganan nya mahal saran saja jika 20rb/bln mungkin lebih makesense. bayangin aja klo 20rb/bln tetapi pelanggan setengah dari jumlah penduduk indonesia sudah 2,7Trilyun/bln omset spotify bisa buat beli bugati feron & mansion mewah di USA untuk CEO Spotify",1,2025-12-27 00:01:58
"MasyaAllah, aplikasi musik terbaik menurut saya, Terima kasih Developer :)",5,2025-12-27 00:01:16
lagunya bagus²bangat masyaallah 🤍,5,2025-12-26 23:58:39
saya kasih bintang 4 karena iklan nya yang menggangu terlalu sering apalagi durasinya gak 30 detik tapi 1 menit an.,4,2025-12-26 23:58:10
keren,5,2025-12-26 23:57:10
saya sangat suka dengan aplikasi ini karena banyak lagu lagu yang enak di dengar,5,2025-12-26 23:56:20
cukup baik suaranya jelas tapi banyak iklan nya,4,2025-12-26 23:52:09
sangat bagus,5,2025-12-26 23:31:03
aplikasi sangat keren biasa memutar lagu apa saja,5,2025-12-26 22:31:35
spotify ok,5,2025-12-26 22:26:46
terlalu banyak iklan,1,2025-12-26 22:23:10
bagus👍,5,2025-12-26 22:05:19
mntap,5,2025-12-26 20:40:56
kenapa gak bisa update ke versi terbaru tolong lah saya sangat suka mendengar lagu di spotify,1,2025-12-26 19:59:56
"bagus, tetapi batas memilih lagu untuk yang non-premium sangat merepotkan T T",5,2025-12-26 19:44:53
He is the one who accompanies me every time I am sad at night,5,2025-12-26 19:25:53
gimana dahhhh ga bisaa masukk kee spotify,1,2025-12-26 19:06:13
top the best buat apk Spotify...,5,2025-12-26 18:50:22
"update nya kacau banget, kalo ada bintang 0 ku kasih bintang 0",1,2025-12-26 18:37:29
"bagusss bangetttt, bisa denger lagu yang kami suka, tapi kalo mau ke aplikasi lain kok lagu nya langsung hilang ? tapi tetap baguss kok walau sabar ngadepin nya",5,2025-12-26 18:32:57
kurang bagus dikit tapi gpp Uda mantap,4,2025-12-26 17:20:06
kasih fitur bisa chat sesama pengikut dong,5,2025-12-26 17:10:12
enak buat begadang,5,2025-12-26 17:00:47
good,5,2025-12-26 16:38:54
tdj baik,1,2025-12-26 16:37:21
apk iklan ini hadeh mending hapus aja deh trus pindah ke yt musik soalnya pelit amat setiap 1 lagu langsung di kasih iklan trus iklannya 3 biji pulak emg gaje dah spotify ini rencananya buat nyantai eh malah dikasih iklan bejibun maksa bet sih premiumnya hadehhh makan nih bintang 1 awokawok,1,2025-12-26 16:36:58
Sangat terbaik pokoknya #viscabarca,5,2025-12-26 16:31:42
udah powerful kok <3 tapi request ada in scroll juga T_T biar mudah cari referensi nya. thnx,4,2025-12-26 16:27:09
putar lagu pagi sampe pagi lagi hahaha,5,2025-12-26 16:21:46
the best,5,2025-12-26 16:14:36
berhenti sendiri,2,2025-12-26 16:11:03
mantap,5,2025-12-26 16:01:47
"kenapa sih setiap lg dengerin ini trus buka apk lain lagunya langsung putus, tolong dong benerin ini udh sering tau tp gk ada perubahan apa emg gk bisa d benerin? percuma beli premium tp klw lg dengerin sering tiba-tiba putus pas buka apk lain",1,2025-12-26 15:42:51
dengerin pas mau tidur beh debes,5,2025-12-26 15:42:01
sangat bagus karena tidak ada pembayaran dan bisa mencari hampir semua musik secara gratis,5,2025-12-26 15:39:50
banyak iklan,4,2025-12-26 15:30:35
"actually WORST IMO. like . there's bugs where i cant pick a single song from my liked song playlist, it just forces me to listen to one song and i cant press any song, IF YOU WANT TO HAVE A GOOD 5 STAR ATLEAST FIX YOUR APP.",1,2025-12-26 15:25:55
"bagus,tampa pembayaran",5,2025-12-26 15:15:21
woi minn ini kenapa gak bisa login pake fb sihh lagu gw di akun fb semua loh,3,2025-12-26 15:12:05
musik nya lengkap banget mantap,5,2025-12-26 14:54:20
Lov sih tapi suka ngelak,5,2025-12-26 14:53:14
sangat puas dan menghibur,1,2025-12-26 14:51:55
"Musiknya Bagus bagus, dan sanggat enak untuk di putar",5,2025-12-26 14:47:44
keren kali,5,2025-12-26 14:40:41
"lagu yg udah dibuang dri playlist masih aja diputar pas kita memutar playlistnya tolong diperbaiki lah, memutar playlistnya juga lagu yang itu itu saja padahal banyak lagu lain yang gk pernah masuk antrean kan kocak",1,2025-12-26 14:39:25
bagus,1,2025-12-26 14:27:10
"mau dengerin lagu kekinian ga perlu cape cape nyari di spotify pasti langsung ada,mau sambil main game atau beberes rumah sekarang bisa sambil dengerin musik",5,2025-12-26 14:14:57
yahhh lama lama Spotify gak seru sekarang harus premium padahal kan cuma mau denger lagu ada iklan juga gapapa kok yang penting bisa nyetel lagu tolong balikin Spotify yang dulu,2,2025-12-26 14:14:41
intinya bagus,4,2025-12-26 14:12:47
bagus lah pokoknya,5,2025-12-26 14:12:19
bagus,5,2025-12-26 14:09:18
"INI DEMI ALLAH SUKA BANGET SAMA APP NYA, mau di manapun pasti dengerin nya Spotify 😭🫶 love love deh yang buat Spotify 😭🫶🫶🫶🤍🤍🤍",5,2025-12-26 14:05:37
semua lagu ada,5,2025-12-26 13:54:10
GAK BISA PILIH LAGU SENDIRI HARUS BAYAR HARGA SANGAT MAHAL DAN BANYAK IKLAN,1,2025-12-26 13:42:52
bikin hati senang,5,2025-12-26 13:42:44
mayan lah daripada bengong,5,2025-12-26 13:42:00
sangat bagus saya suka,5,2025-12-26 13:40:05
iklan nya lama bgt mana ga bisa di skip,3,2025-12-26 13:39:56
is 👍 good and memudahkan cara mendengar musik,5,2025-12-26 13:38:46
lagu nya banyak,5,2025-12-26 13:37:44
baguss pisan euyyy,5,2025-12-26 13:26:12
"baguss tapi kadang suka kesel sama iklan nya,yaa maklumga premium tapi tetep oke sih Spotify ini gampang banget kalo cari lagu cuma ketik lirik nya bisa langsung ktemu lagunya",4,2025-12-26 13:19:48
baguss bett sumpahh,5,2025-12-26 13:12:49
Enak kalo dengerin lagu tapi berbayar gakenak juga kalo mau denger musik kena Iklan,4,2025-12-26 13:11:34
bagus👍👍,5,2025-12-26 13:10:09
Sangat keren bagi ku lagu yang sangat full!,5,2025-12-26 13:09:35
well pokonamah jang ngagalau,5,2025-12-26 13:07:10
"gabisa logiiinnnn susah bgt semenjak update😟, selalu error apalagi fb ga dibener²in, ngirim undangan ke gmail blgnya udah pas dicek gaadaaa maksudnya apasii... kesel bgt...",1,2025-12-26 13:06:41
oke,5,2025-12-26 13:03:49
"ni apk pelit banget, asli. masa mau ganti lagu aja harus premium? biar playlist berurutan aja harus premium juga. apa banget coba",2,2025-12-26 12:59:38
bisa belajar musikkk,5,2025-12-26 12:57:47
aplikasi kikir,1,2025-12-26 12:54:22
aplikasi yang sangat kurang bagi yang mau dengerin lagu pas ga punya kuota / nggak bisa didownload sebelum premium semoga kedepannya nggak dikurangi lagi,5,2025-12-26 12:53:11
"overall udh bagus, tapi tolong saya pake crossfade antar ke lagu kaya 6 detik gitu tapi kalo selanjut nya iklan mesti 6 detik diakhir lagu nya langsung kepotong trus langsung iklan. pls ini di fix soal nya nyebelin banget kadang bagian enak nya di akhir malah langsung di potong gitu rasa nya ""ihh geram nya akuu"".",4,2025-12-26 12:33:09
"ga bebas milih lagu, iklan ada setiap 2 atau 3 kali putar lagu itupun ada 3 iklannya",1,2025-12-26 12:27:59
bagus,5,2025-12-26 12:20:48
"iya sih awal² dipake bagus cuma pas itu aku mau dengerin musik di playlist lha kok pas lagu pertama udh selesai kok malah ganti ke lagu lain yg ga ada di playlistku, lagunya aku ga suka lagi, moodku yg awalnya bagus jadi jelek banget gara² itu nyebelin banget. udh gitu masa setiap selesai 1 lagu iklan terus, klo bisa kurang²ngin lah iklan ini, trus juga klo bisa dibuat dengerin pas offline juga sesuaiin sama urutan playlistnya, ini juga lagu nya klo bisa ga kecampur sama lagu diluar playlistku😠",1,2025-12-26 12:16:53
game ini seru,4,2025-12-26 12:12:34
anjay,5,2025-12-26 12:10:37
lagu lagu nya kurang lengkap. dan banyak iklan. iklannya spotify jelek jelek. penggunaan Spotify terbatas. harus masuk ke premium. gimana sih nih aplikasi... bego banget.. gk lengkap. aneh.. lengkapi dong.. lagu berlayar tak bertepian ella kok gk ada? banyak lagi yang lainnya,1,2025-12-26 12:07:05
bagus dan enak kalo mau denger lagu,5,2025-12-26 12:04:57
aplikasi nya bagus tapi tolong tambahkan call center ini lupa perbarui premium ini bingung hidupin nya lagi gimana,5,2025-12-26 12:00:55
bagus,4,2025-12-26 11:54:02
sangat menghibur,5,2025-12-26 11:46:56
bagus banget Sampek ke canduan✨,5,2025-12-26 11:30:17
bagus lagu nya,5,2025-12-26 11:11:17
oh my gott 😱 aku cinta kamuuu pokoknya seru terus kalau off aku masih bisa dengar lagu nya🤭🤭😚😚😚😚🗿😈😈,5,2025-12-26 11:06:27
bagus untuk denger lagu saat galau,5,2025-12-26 10:57:14
aplikasi ini bagus beberapa fitur mudah digunakan tapi ada juga yang sulit dipahami,5,2025-12-26 10:53:19
iklannya ga masuk akal masa iya hampir 4 lagu iklan lagi menurut gw terlallu over iklannya tapi overall ok,2,2025-12-26 10:50:32
aduh aplikasi bug tolong diperbaiki. mau mencet lagu gk bisa. tapi kalau neken tombol lama bisa.. aneh,2,2025-12-26 10:49:18
cukp dengan makasih telah menemani malam yang kelam itu,5,2025-12-26 10:49:08
mantap,5,2025-12-26 10:48:45
tolong gratis kan semua,5,2025-12-26 10:43:46
bagus,5,2025-12-26 10:33:59
"Pencet dikit premium, iklan bahas premium, mau putar lagu pun susah makan untung amat nih APK mending ke APK musik lain aja 👎",1,2025-12-26 10:20:30
kebanyakan iklan,3,2025-12-26 10:19:35
ok siiip,5,2025-12-26 10:15:51
"terbaik bagus banget berguna buat yg lagi main , apa ke dan lain lain",5,2025-12-26 10:13:09
"Gua udah muak Babi! Dari semua iklan, kenapa cuma Rony Parulian, Rony Parulian, Rony Parulian terus! Bukan sekali, bukan dua kali, tapi berulang-ulang selama beberapa hari! Kasilah iklan yang lain, kayak Desta atau sebagainya. Bukan satu iklan terus diulang-ulang. Apa begini cara Anda memaksa orang untuk Premium?",1,2025-12-26 10:10:44
belum selesai lagu langsung terganti lagunya,1,2025-12-26 10:06:40
"enak, nikmatin semua music. menyenangkan",5,2025-12-26 09:40:32
kebanyakan iklan,1,2025-12-26 09:36:08
lumanyan bagus,5,2025-12-26 09:28:15
oke bingit,5,2025-12-26 09:12:51
mantap,5,2025-12-26 09:10:53
"kenapa harus premium sih baru aja kita nyalain beberapa lagu tapi kita gak bisa si skipin kenapa harus premium tolong dong di perbaiki fitur nya, males banget sumpah mohon maaf aku kasih bintang 3 karna aku belum suka sama aplikasi yg bayar bayaran ngecewain banget sumpah",3,2025-12-26 09:09:46
bagus banget aku setiap hari tiap mau tidur mau beres beres selalu ngedengerin lagu di spotify all the best,5,2025-12-26 09:04:37
omg,5,2025-12-26 08:42:28
sangat bagus aplikasi ini untuk mutar lagu,5,2025-12-26 08:27:54
Good musik,5,2025-12-26 08:15:12
untuk fitur yg gratis alias tidak berbayar sangat terbatas mau dengerin lagu ini malah tiba tiba jatah pilih lagu nya habis padahal baru putar dua lagu 😓😓,1,2025-12-26 08:08:30
"Bisa untuk bermain game sambil mendengarkan musik, Namun ada kekurangan kalau saya nyari lagu yang saya inginkan tidak lengkap",4,2025-12-26 08:01:30
iklanya gk ngotak,3,2025-12-26 07:54:10
banyakan iklan dripada lagu,1,2025-12-26 07:53:04
"sangat bagus,dan aku suka lagu lagu nya!",5,2025-12-26 07:52:02
"apaan dah, baru juga update,lirik lagu yang sudah ada malah hilang. lu update bukanya tambah bagus malah tambah jelek.lebih baik kaga usah update kaga guna kalo update malah tambah jelek.",1,2025-12-26 07:49:23
"masa iya orang mau beli premium aja dipersulit, selalu waktu mau perbarui paket premium, waktu dipencet perbarui webnya selalu ""tidak dapat terhubung"" yg bnr aja masa harus selalu dari google chrome, mls bngttt buka-buka app yg lain terus login lagi",1,2025-12-26 07:46:21
seru,5,2025-12-26 07:45:15
Kenapa paket family jadi ngga ada?,1,2025-12-26 07:38:18
"bagus si,cocok juga buat beres"" rumah dan waktu santai tapii tolong iklannya jngn kebanyakan,ckp 1/2 aja gitu jngn 3-5😑",4,2025-12-26 07:22:20
keren..aplikasinya.. good job,5,2025-12-26 07:21:31
habis update ngak bisa lagi denger lagu lagi anjg lah kelakar,1,2025-12-26 07:16:53
baguslah biasa,5,2025-12-26 07:10:55
bagus zih,5,2025-12-26 06:53:52
"gajelass wkwk, makin kesini lagu yang ada liriknya cuma yang populer doang. yang underrated dibiarin gitu aja",2,2025-12-26 06:51:34
sangat bagus,5,2025-12-26 06:47:09
bagus banget,5,2025-12-26 06:40:54
mantap Spotify.,5,2025-12-26 06:38:07
"lagu/musik nya lengkap 👍🏻 , mantap pokoknya 🫰",5,2025-12-26 06:34:36
enak,5,2025-12-26 06:30:46
very suitable,5,2025-12-26 06:27:54
sangatt puass,5,2025-12-26 06:24:59
bagus,5,2025-12-26 06:15:40
ku tutup semua tentang mantanku miss.,5,2025-12-26 06:14:54
"Habis Update, iklannya tambah banyak, yang dulu cuman 2 sekarang 3 iklan.",1,2025-12-26 06:14:30
seruuu aku menyukai nya,5,2025-12-26 06:13:25
lagu²nya bagus ini sangat luar biasa,5,2025-12-26 06:10:39
"Oke si, bagus aja menurut aku ya. Yang masalah cuman satu, IKLAN.",4,2025-12-26 06:07:27
"sekarang iklan mulai berkurang sih, waktu itu baru muter sekali eh iklan mulu, skrng udh ga lagii",5,2025-12-26 06:06:42
Bintang 4 aja,4,2025-12-26 06:01:37
gokil sekarang iklannya ada 4,1,2025-12-26 05:54:01
singkat padat= bagus🗿👍🏻,5,2025-12-26 05:51:52
bagus bgt lagu lagu nya pokok ny debestt,5,2025-12-26 05:44:43
bisa dengerin semua lagu,5,2025-12-26 05:38:41
"lagunya bagus"" saya menyukai nya",5,2025-12-26 05:37:58
tempat ku nglek teru tapi lebih enadi spotify,4,2025-12-26 05:36:34
aplikasi nya bagus tapi agak nge lag saat bermain game,4,2025-12-26 05:31:06
musik enakkk,4,2025-12-26 05:30:16
karena baguss suara nya no drama,5,2025-12-26 05:27:32
seru bangetttt,5,2025-12-26 05:24:02
bagusss bisa banyak dengar kan lagu yang aku mauuu,5,2025-12-26 05:22:27
nice,4,2025-12-26 05:11:28
"iklannya sekarang 4 iiihhhh, nungguin iklan selesai aja udh setara sama dengerin 1 lagu. terus iklannya juga sekarang terlalu sering muncul",1,2025-12-26 05:11:28
❤‍🔥❤‍🔥❤‍🔥❤‍🔥,5,2025-12-26 05:09:03
ok,5,2025-12-26 04:55:52
kikir,1,2025-12-26 04:54:19
udah bagus lagunya juga keren keren tapi pas dengerin kadang mau ada iklannya jadi terganggu,4,2025-12-26 04:34:02
good app,5,2025-12-26 04:25:20
"asikk banget denger musik disini semua nay nya ada yang paling aku suka lagunya treasure, cortis,enhypen, babymonster . Spotify 🌟 5",5,2025-12-26 04:14:15
"Aplikasinya bagus,cuman knapa stelah update malah jadi ada iklannya padahal tadinya nggak ada... makin lama makin banyak yang premium, segala mau pilih lagu atau skip aja di jatah, sekalian aja buka aplikasinya harus premium, makin males denger lagu di Spotify, kebelet haji banget",1,2025-12-26 04:06:14
gatau bagus aja gitu,5,2025-12-26 03:55:51
sangat puas banget gak nyesel....,5,2025-12-26 03:49:40
tetap lebih maju LG tuk musik THN lampau dan THN ini,5,2025-12-26 03:42:10
terlalu bayak iklan dan harus mendengar full,4,2025-12-26 03:35:35
kereeeennnnnnn,5,2025-12-26 03:23:48
asek lagu² nya,5,2025-12-26 03:16:15
mantap,5,2025-12-26 03:07:10
"musik sangat jelas dan bagus"" musik nya ,suara jelas dan baik",5,2025-12-26 03:05:55
👍,5,2025-12-26 03:02:12
